CO_IES,NO_IES,SG_IES,NO_MUNICIPIO_IES,SG_UF_IES,TP_CATEGORIA_ADMINISTRATIVA,QT_DOC_EX_DOUT,QT_DOC_EX_MEST,nome_ies_padronizado,total_bolsas_cnpq,ADC - Apoio à Difusão do Conhecimento,AED - Auxílio a Editoração e Publicação,APQ - Auxílio a Pesquisa,ARC - Promoção de Eventos Científicos,AT - Apoio Técnico a Pesquisa,ATP - Apoio Técnico em Extensão no País ,DCR - Desenvolvimento Cientifico Regional,DES - Desenvolvimento Tecnológico e Inovação ,DT - Produtividade Desen. Tec. e Extensão ,DTC - Desenvolvimento Tecnológico em TICs,DTI - Desenvolvimento Tecnológico Industrial,EPI - Bolsa de Treinamento - Programa ,EV - Especialista Visitante,EXP - Extensão no País,GD - Doutorado,GDE - Doutorado no Exterior,GM - Mestrado,IC - Iniciação Científica,ICJ - Iniciação Científica Júnior,IEX - Iniciação ao Extensionismo,IT - Iniciação Tecnológica,ITC - Iniciação Tecnológica em TICs,ITI - Iniciação Tecnológica e Industrial,PAV - Bolsa Pesquisador-Avaliador,PCI - Programa de Capacitação Institucional,PDE - Pós-doutorado no Exterior,PDI - Pos-doutorado Empresarial,PDJ - Pós-doutorado Júnior,PDS - Pós-doutorado Sênior,PQ - Produtividade em Pesquisa,PV - Pesquisador Visitante,SET - Fixação de Recursos Humanos,SWE - Doutorado Sanduíche no Exterior,SWP - Doutorado-Sanduiche no Pais
21280,FACULDADE ANHANGUERA DE ALAGOINHAS,FPA,Alagoinhas,BA,4,13,5,faculdade anhanguera de alagoinhas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21321,Faculdade Sensu,FAS,Goiânia,GO,4,2,9,faculdade sensu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21344,FACULDADE UNICPO,FACULDADE UNICPO,Votorantim,SP,4,0,1,faculdade unicpo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21364,FACULDADE UNIFAEL PORTO ALEGRE,FAEL POA,Porto Alegre,RS,4,1,5,faculdade unifael porto alegre,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21366,FACULDADE UNIFAEL CURITIBA,FAEL CURITIBA,Curitiba,PR,4,3,6,faculdade unifael curitiba,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21398,FACULDADE UNINASSAU IMPERATRIZ,,Imperatriz,MA,4,1,0,faculdade uninassau imperatriz,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21408,FACULDADE INTEGRADA DE PALMEIRAS DE GOIÁS,FAI,Palmeiras de Goiás,GO,4,1,10,faculdade integrada de palmeiras de goias,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21412,Faculdade Multiversa,Multiversa,Foz do Iguaçu,PR,5,4,4,faculdade multiversa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21416,Centro de Instrução de Aviação do Exército,CIAvEx,Taubaté,SP,1,0,2,centro de instrucao de aviacao do exercito,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21426,Faculdade Novoeste,NOVOESTE,Campo Grande,MS,4,2,7,faculdade novoeste,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21431,Faculdade IBECO,IBECO,São Paulo,SP,4,1,2,faculdade ibeco,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21442,Faculdade Mega,MEGA,Belo Horizonte,MG,4,1,4,faculdade mega,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21444,Faculdade Ágape de São Félix,,São Félix do Xingu,PA,4,0,3,faculdade agape de sao felix,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21445,Faculdade Regional do Centro Sul de Sergipe,FARSUL,Umbaúba,SE,4,1,4,faculdade regional do centro sul de sergipe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21446,Instituto Superior da Convenção Nac. das Assembleias de Deus,ISCON,Brasília,DF,5,8,11,instituto superior da convencao nac das assembleias de deus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21463,FACULDADE DE ENSINO PORTAL,FEP,Pacajus,CE,5,1,3,faculdade de ensino portal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21494,FACULDADES INTEGRADAS DE PATOS,FIP,Campina Grande,PB,4,23,38,faculdades integradas de patos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21502,FACULDADES INTEGRADAS POTENCIAL,FIP,Cotia,SP,5,3,7,faculdades integradas potencial,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21503,COLÉGIO PEDRO II,CP II,Rio de Janeiro,RJ,1,43,25,colegio pedro ii,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21519,Faculdade Atitus Educação Porto Alegre,Atitus Educação,Porto Alegre,RS,4,43,15,faculdade atitus educacao porto alegre,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21537,Faculdade de Santo Ângelo,FASA,Santo Ângelo,RS,4,23,48,faculdade de santo angelo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21552,FACULDADE ANHANGUERA DE RIO BRANCO,,Rio Branco,AC,4,13,4,faculdade anhanguera de rio branco,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21553,FACULDADE ANHANGUERA DE SANTO ANTÔNIO DE JESUS,,Santo Antônio de Jesus,BA,4,36,5,faculdade anhanguera de santo antonio de jesus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21554,Faculdade Anhanguera de Itapeva,FAI,Itapeva,SP,4,12,3,faculdade anhanguera de itapeva,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21556,FACULDADE DE GOIANA,FAG,Goiana,PE,4,12,20,faculdade de goiana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21557,FACULDADE DOS PALMARES,FAP,Palmares,PE,4,6,16,faculdade dos palmares,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21573,Faculdade Ana Carolina Puga,FAPUGA,São Paulo,SP,4,1,3,faculdade ana carolina puga,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21577,Faculdade Focus,Focus,Cascavel,PR,4,2,7,faculdade focus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21583,FACULDADE DE EDUCAÇÃO SUPERIOR DE PERNAMBUCO,FAESPE,Petrolina,PE,4,2,5,faculdade de educacao superior de pernambuco,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21592,FACULDADE AMAZONAS,,Manacapuru,AM,4,5,2,faculdade amazonas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21593,Faculdade Plus,PLUS,Fortaleza,CE,5,2,10,faculdade plus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21616,FACULDADE ATUALIZA,ATUALIZA,Salvador,BA,4,4,6,faculdade atualiza,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21631,FACULDADE SUPREMO REDENTOR,FACSUR,Pinheiro,MA,4,5,15,faculdade supremo redentor,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21638,Faculdade PECEGE,PECEGE,Piracicaba,SP,5,7,4,faculdade pecege,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21643,Faculdade Rudolf Steiner,FRS,São Paulo,SP,5,4,8,faculdade rudolf steiner,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21654,Faculdade de Engenharia e Agrimensura de São Paulo,FEASP,São Paulo,SP,5,2,6,faculdade de engenharia e agrimensura de sao paulo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21672,Faculdade Cerrado,FACE,Brasília,DF,4,8,7,faculdade cerrado,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21675,FACULDADE CIDADE DE APARECIDA DE GOIÂNIA,FacCidade,Aparecida de Goiânia,GO,4,3,18,faculdade cidade de aparecida de goiania,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21680,FACULDADE CEAFI,,Goiânia,GO,4,1,2,faculdade ceafi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21681,FACULDADE UNIVEST DE EDUCAÇÃO,UNIVEST,Cuiabá,MT,4,2,5,faculdade univest de educacao,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21685,Faculdade Gil Gal,GILGAL,Sousa,PB,4,1,11,faculdade gil gal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21687,FACULDADE ANHANGUERA ITABIRA,,Itabira,MG,4,13,6,faculdade anhanguera itabira,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21693,Faculdade Anhanguera Franca,FAF,Franca,SP,4,38,15,faculdade anhanguera franca,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21713,Faculdade de Tecnologia - Fatec de Ribeirão Preto,,Ribeirão Preto,SP,2,25,27,faculdade de tecnologia  fatec de ribeirao preto,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21716,FACULDADE CESMA DE MARACANAÚ,FACESMA,Maracanaú,CE,4,3,6,faculdade cesma de maracanau,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21722,FORMAÇÃO FACULDADE INTEGRADA,FFI,São Luís,MA,4,1,9,formacao faculdade integrada,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21757,Fasul Educacional EaD,FASUL EDUCACIONAL,São Lourenço,MG,4,3,9,fasul educacional ead,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21764,Faculdade de Ciências da Saúde IGESP,,São Paulo,SP,4,8,5,faculdade de ciencias da saude igesp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21788,Instituto de Desenvolvimento Educacional,IDE,Recife,PE,5,4,6,instituto de desenvolvimento educacional,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21812,Faculdade Regional de Leopoldina,,Leopoldina,MG,5,1,2,faculdade regional de leopoldina,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21814,"Instituto de Pesquisas, Ensino e Gestão em Saúde",IPGS,Porto Alegre,RS,4,3,1,"instituto de pesquisas, ensino e gestao em saude",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
21819,FACULDADE REGIONAL DO AMAZONAS,FAM,Manaus,AM,5,0,2,faculdade regional do amazonas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21821,Faculdade de Tecnologia Senac Maringá,,Maringá,PR,5,2,6,faculdade de tecnologia senac maringa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21822,FACULDADE FAVENI GUARULHOS,FAVENI - GUARULHOS,Guarulhos,SP,4,4,5,faculdade faveni guarulhos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21826,Faculdade Sebrae,,São Paulo,SP,5,6,5,faculdade sebrae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21847,FACULDADE M-EDUCAR,FAMED,Croatá,CE,4,0,3,faculdade m educar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21869,Faculdade Rachel de Queiroz,FAQ,Ponta Grossa,PR,4,1,3,faculdade rachel de queiroz,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21871,FACULDADE BAHIANA DE ENGENHARIA E CIÊNCIAS SOCIAIS APLICADAS,FBE,Salvador,BA,4,2,2,faculdade bahiana de engenharia e ciencias sociais aplicadas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21872,Faculdade CENBRAP,CENBRAP,Goiânia,GO,4,2,2,faculdade cenbrap,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21873,Faculdade Tecnológica Falcão,FTF,Goiânia,GO,4,0,1,faculdade tecnologica falcao,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21876,EJ - Faculdade de Tecnologia em Aviação Civil,EJ,Itápolis,SP,4,1,2,ej  faculdade de tecnologia em aviacao civil,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21877,FACULDADE INTEGRADA DA AMAZÔNIA,FINAMA,Belém,PA,4,6,27,faculdade integrada da amazonia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21878,Faculdade Metropolitana de Florianópolis,FAMEFLORIPA,Florianópolis,SC,4,3,4,faculdade metropolitana de florianopolis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21888,Faculdade Rehagro,Rehagro,Belo Horizonte,MG,4,5,6,faculdade rehagro,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21892,CENTRO DE ENSINO SUPERIOR DE PALMAS,CESUP,Palmas,TO,4,2,20,centro de ensino superior de palmas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21900,Faculdade Anhanguera de Catanduva,FAC,Catanduva,SP,4,12,4,faculdade anhanguera de catanduva,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21903,Faculdade Pitágoras de Pouso Alegre,FPPA,Pouso Alegre,MG,4,13,5,faculdade pitagoras de pouso alegre,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21906,Faculdade Metropolitana do Ceará,FAMEC,Fortaleza,CE,4,2,5,faculdade metropolitana do ceara,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21921,Faculdade de Ensino Superior de Parnaíba,FAESPA,Parnaíba,PI,4,0,7,faculdade de ensino superior de parnaiba,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21928,FACULDADE GRAU S ENSINO SUPERIOR,GRAU,Recife,PE,4,1,5,faculdade grau s ensino superior,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21929,Faculdade Doctum da Zona Norte de Juiz de Fora,Doctum,Juiz de Fora,MG,5,8,9,faculdade doctum da zona norte de juiz de fora,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21931,Faculdade Una de Jataí,Una,Jataí,GO,4,19,27,faculdade una de jatai,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21935,Fundação Escola Lince Kempim,FELK,Seringueiras,RO,4,0,1,fundacao escola lince kempim,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21940,Faculdade Phorte de Educação e Tecnologia,,São Paulo,SP,5,6,16,faculdade phorte de educacao e tecnologia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21949,INSTITUTO DE EDUCACAO SUPERIOR LATINOAMERICANO,SIGLA IESLA,Belo Horizonte,MG,5,4,3,instituto de educacao superior latinoamericano,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21950,FACULDADE TUCURUÍ,FATUC,Tucuruí,PA,4,0,5,faculdade tucurui,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21952,FGV / Escola de Relações Internacionais,FGV/RI,São Paulo,SP,5,16,2,fgv / escola de relacoes internacionais,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21955,FACULDADE METROPOLITANA DE ITAJAÍ,FIMT,Itajaí,SC,4,0,11,faculdade metropolitana de itajai,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21956,FACULDADE METROPOLITANA DE PALHOÇA,FAMEPALHOÇA,Palhoça,SC,4,2,3,faculdade metropolitana de palhoca,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21957,FACULDADE METROPOLITANA DE LAGES,FAMELAGES,Lages,SC,4,1,3,faculdade metropolitana de lages,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21978,Faculdade Edufor de Salvador,EDUFOR,Salvador,BA,4,4,5,faculdade edufor de salvador,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21982,Faculdade Integrada CETE,FIC,Garanhuns,PE,4,9,24,faculdade integrada cete,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21995,Faculdade de Tecnologia Senac Curitiba,,Curitiba,PR,5,2,3,faculdade de tecnologia senac curitiba,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21998,Faculdade Pan-Americana de Administração e Direito,FAPAD,Curitiba,PR,5,8,13,faculdade pan americana de administracao e direito,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21999,Faculdade Prime,Faprime,Campo Grande,MS,4,1,7,faculdade prime,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22015,Faculdade Municipal de Educação e Meio Ambiente,FAMA,Clevelândia,PR,3,4,14,faculdade municipal de educacao e meio ambiente,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22017,Faculdade Nossa Senhora Aparecida,FNSA,Luziânia,GO,4,0,2,faculdade nossa senhora aparecida,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22018,Faculdade de Tecnologia de Sinop,FASTECH,Sinop,MT,4,7,28,faculdade de tecnologia de sinop,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22021,FACULDADE SÃO PAULO DE PRESIDENTE VENCESLAU,FASPREV,Presidente Venceslau,SP,4,3,9,faculdade sao paulo de presidente venceslau,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22028,Faculdade CTA,CTA,São Paulo,SP,4,8,5,faculdade cta,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22059,Faculdade Pitágoras de Medicina de Eunápolis,,Eunápolis,BA,4,45,22,faculdade pitagoras de medicina de eunapolis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22073,FACULDADE MACÊDO DE AMORIM,FAMAM,Vitória de Santo Antão,PE,4,1,7,faculdade macedo de amorim,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22074,FACULDADE METROPOLITANA NORTE RIOGRANDENSE,FAMEN,Natal,RN,4,2,8,faculdade metropolitana norte riograndense,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22075,FACULDADE VALE DO PAJEU,FVP,São José do Egito,PE,4,2,8,faculdade vale do pajeu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22076,Faculdade Estácio de Alagoinhas,,Alagoinhas,BA,4,12,15,faculdade estacio de alagoinhas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22084,Faculdade FACUMINAS de Pós-Graduação EAD,FACUMINAS EAD,Guarulhos,SP,4,4,3,faculdade facuminas de pos graduacao ead,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22086,Faculdade de Educação Social da Bahia,FAESB,Valença,BA,4,4,8,faculdade de educacao social da bahia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22088,Afya Faculdade de Ciências Médicas de Itabuna,AFYA ITABUNA,Itabuna,BA,4,15,21,afya faculdade de ciencias medicas de itabuna,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22089,Faculdade INSTED,,Campo Grande,MS,5,9,28,faculdade insted,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22090,FACULDADE DE CIÊNCIAS DA SAÚDE DO GRUPO HOSPITALAR CONCEIÇÃO,FACS - GHC,Porto Alegre,RS,1,12,15,faculdade de ciencias da saude do grupo hospitalar conceicao,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22093,Faculdade AGES de Medicina,Faculdade AGES,Jacobina,BA,4,16,15,faculdade ages de medicina,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22095,FACULDADE CESUMAR DE CAMPO GRANDE,FACCESUMAR,Campo Grande,MS,4,1,4,faculdade cesumar de campo grande,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22096,FACULDADE SÃO LEOPOLDO MANDIC DE ARARAS,SLMANDIC-ARARAS,Araras,SP,4,43,20,faculdade sao leopoldo mandic de araras,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22100,Faculdade de Direito 8 de Julho,,Aracaju,SE,4,3,25,faculdade de direito 8 de julho,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
